,Date,Headline,Positive,Negative,Neutral
73,2014-07-10,"Channel Advisor Says Amazon SSS Up 34.4% in June, Ebay SSS up 12.3% - Bloomberg",0.9367615580558777,0.021822553128004074,0.04141591861844063
74,2014-07-11,"ChannelAdvisor Says Amazon June Comps Up 34%, eBay Up 12%",0.924764096736908,0.025775767862796783,0.04946017265319824
75,2014-07-25,Amazon Slips On Wider-Than-Expected Loss; Acacia Research Shares Gain,0.0238686241209507,0.9543694853782654,0.031821951270103455
76,2014-07-28,3D Printing Stocks Quiet Following Amazon Release Disclosing Launch of 3D Printed Products Store at www.amazon.com/3dp,0.024306530132889748,0.804557204246521,0.17113620042800903
77,2014-07-30,Blackhawk Shares Trend Up; Will Offer Gift Card Service To Amazon Wallet,0.9505743980407715,0.017967890948057175,0.07284971326589584
78,2014-08-11,"Hearing Deal Reporter Says Pandora Attracting Interest from Google, Amazon, Yahoo",0.6170340776443481,0.014286261051893234,0.3686797022819519
79,2014-08-13,FuelCell Upgrade; Amazon Announces New Product,0.94004887342453,0.02837987057864666,0.09853952378034592
80,2014-08-14,SunTrust's Robert Peck Sees $300 Million Gross Profit In Amazon's Local Register,0.7249442934989929,0.01206583995372057,0.26298987865448
81,2014-09-10,"eBay Inc August Sales Growth Falters, Amazon.com, Inc. Zooms",0.45914366841316223,0.9360220432281494,0.05012749135494232
82,2014-10-08,"EBay Inc, Amazon.com, Inc. Shares Volatile Following ChannelAdvisor Same-Store Sales Data",0.7462784647941589,0.9396311640739441,0.23456433415412903
83,2014-10-15,Amazon Shares Down ~3% Post Market on Heels of Ebay Earnings,0.00883331336081028,0.970826268196106,0.024431169033050537
84,2014-10-24,Mid-Day Market Update: Amazon Drops On Downbeat Results; Digital River Shares Spike Higher,0.04099225252866745,0.9479103088378906,0.011097497306764126
85,2014-11-11,"ChannelAdvisor Reports Amazon Oct. Comps Up 32.4%, eBay Comps Up 4.4%",0.9059014916419983,0.04549320787191391,0.04860527068376541
86,2014-11-28,"ChannelAdvisor Says Total Thanksgiving Same-Store Sales Grew 20.1%, Amazon Comps Grew 25.9%, eBay Comps Grew 3%",0.9451388120651245,0.019926683977246284,0.03493452072143555
87,2014-12-01,"ChannelAdvisor Reports Cyber Saturday Comps Up 45.9% at Amazon, Up 14.9% at eBay",0.9439782500267029,0.029777461662888527,0.10324236750602722
88,2014-12-03,"Traders Attributing Downside in GrubHub Shares to TechCrunch Article Highlighting Amazon's Launch of 'Seamless Rival for Food Takeout, Delivery'",0.06737449765205383,0.8975024223327637,0.03512309491634369
89,2014-12-04,Bridgeline Digital Shares Rise 25% on Announcement of Deal with 'Multi-Billion Dollar Consumer Goods Company' Rumored to be Amazon,0.8334999084472656,0.025999674573540688,0.14050038158893585
90,2014-12-08,"ChannelAdvisor Offers Nov. Same-Store Sales Results: Amazon Comps Up 35.7%, eBay Up 9.8%",0.8530028462409973,0.07558755576610565,0.07140959054231644
91,2014-12-09,Amazon & eBay SSS Up In November,0.8619792461395264,0.06627488881349564,0.07174579799175262
92,2014-12-16,"UPDATE: ChannelAdvisor Reports Total Same-Store Sales Growth 8% for Second Week of Dec., Amazon Comps Up 15.3%, eBay Comps Up 1.9%",0.950687825679779,0.02097773738205433,0.028334438800811768
93,2014-12-18,"Amazon Break-Up Hype Continues, But Analysts Don't Buy It",0.02193601056933403,0.8609493970870972,0.1171145886182785
94,2014-12-22,"UPDATE: eBay Same-Store Sales Growth of 3.9% During Week Three of Dec., Amazon Comps Growth 12%",0.923409640789032,0.022043367847800255,0.05454706400632858
95,2014-12-26,Baird: Lack Of Peak Day Data From Amazon A Concern,0.010469182394444942,0.9606512188911438,0.02887960895895958
96,2015-01-07,"ChannelAdvisor Reports Holiday '14 Total Same-Store Sales Growth 16.2%; Comps at Amazon Up 26.9%, Comps at eBay Up 7.3%",0.9496297836303711,0.026257170364260674,0.024113064631819725
97,2015-01-29,Amazon's Q4 Reminds Investors That Competitors Are Still Trying To 'Catch Up',0.6720708608627319,0.26687783002853394,0.06105140596628189
98,2015-01-30,Mid-Day Market Update: Amazon Jumps On Upbeat Earnings; Hawaiian Holdings Shares Slide,0.35871613025665283,0.8304769396781921,0.15488141775131226
99,2015-02-10,"ChannelAdvisor Reports Jan. Same-Store Sales for E-Commerce Channels: Amazon Comps Up 27%, eBay Comps Up 6.8%",0.94517982006073,0.5617794990539551,0.39965614676475525
100,2015-02-26,Microvision Shares Move to High as Product Offered on Amazon is Shown as 'Temporarily Out of Stock',0.02358096092939377,0.959260106086731,0.017158832401037216
101,2015-02-27,Amazon Hits New 52-Week High,0.5952354669570923,0.05596614629030228,0.34879830479621887
102,2015-03-10,"ChannelAdvisor Reports Amazon Feb. Comps Growth 22.7%, eBay Comps Growth 5.1%, Google Shopping Up 20.7%",0.9198550581932068,0.026440877467393875,0.053704094141721725
103,2015-03-25,"Should Pandora, Apple And Spotify Be Worried About Amazon's New Radio App?",0.030831659212708473,0.5515509843826294,0.4176173210144043
104,2015-03-30,DISH Reports Expansion of 'Smart Home Services' to Amazon Customers Nationwide,0.8253838419914246,0.006894413381814957,0.167721688747406
105,2015-04-13,"ChannelAdvisor Reports Mar. Same-Store Sales Growth 24.6% for Amazon, 7.3% for eBay",0.9490646719932556,0.02299393340945244,0.027941444888710976
106,2015-04-23,7 Amazon Innovations Since Its Last Earnings Report,0.1415463387966156,0.4774525761604309,0.3810010850429535
107,2015-05-20,Amazon 'Overwhelming Leader' In Cloud Infrastructure,0.8447868227958679,0.008518840186297894,0.1466943323612213
108,2015-06-16,"UPDATE: UPS, Fedex Shares Fall on Report of Amazon Shipping Service",0.007499217055737972,0.9675201773643494,0.02498055249452591
109,2015-06-23,Oracle Chairman Larry Ellison Emphasizes Affordability of Cloud Offerings vs Amazon,0.7593551278114319,0.9534951448440552,0.2317446917295456
110,2015-07-21,"Tigress Analyst Ivan Feinseth On Jet, ""Could be the next Zappos, company is an attractive takeout target for Amazon & Ebay. Attractiveness of Jet based on customer base & migration as well as customer conversion success""",0.7860096096992493,0.0067505910992622375,0.20723983645439148
111,2015-07-24,"Weekly Tech Highlights: Apple's Record-Breaking Quarter, Amazon Is A 'Full-On Crusher' And GoPro's 'Very Good' Results",0.9308624863624573,0.20568637549877167,0.24761788547039032
112,2015-07-27,"Cantor Analysts See Positive Read-Across From Other Ad/e-Com Players, Amazon's Q2 Results Show ""No Slowdown In Consumer Demand IN U.S. Google's Results"" Suggests ""Healthy Growth Trends In E-commerce Across The U.S.""",0.9158647060394287,0.06288888305425644,0.021246496587991714
113,2015-08-09,Will Jet Hurt Amazon Or Costco?,0.01899617724120617,0.7872250080108643,0.1937788426876068
114,2015-09-23,UPDATE: Cowen Analysts Note GoPro Still Industry Leader With Top-Ranked Spots On Amazon & BestBuy,0.9248338937759399,0.01503587793558836,0.060130249708890915
115,2015-10-07,"CBS Shares Moving Higher as Hearing Amazon Has Reached Out to CBS, Comcast's NBC Universal Related to Online TV",0.9430044293403625,0.5219006538391113,0.09100212156772614
116,2015-10-08,"ChannelAdvisor Reports Sept. Comps for Amazon Up 19.2%, for eBay Up 1.1%",0.896848201751709,0.8255126476287842,0.15670377016067505
117,2015-10-14,"JMP Downgrades Oracles, Expects Amazon Web Services To Apply Competitive Pressure, Customer Complaints Of 'draconian' Oracle Pricing Continues To Growth",0.013220100663602352,0.9640000462532043,0.022779779508709908
118,2015-10-22,"Amazon Earnings Not Expected To Repeat Q2, But Growth Is Key",0.9417077898979187,0.01701408065855503,0.04127806797623634
119,2015-10-29,"Some Traders Attributing Sharp Move Lower in Liberty, HSN to Report Amazon Will Be Launching e-Commerce on Fire TV; However This Story Was Out Wed. Morning",0.041791871190071106,0.9508405327796936,0.25079554319381714
120,2015-11-04,TheStreet's Brian Sozzi Believes Amazon's Interest in Book Stores 'Should Be On the Radar of Barnes & Noble',0.6330010890960693,0.011238036677241325,0.3557609021663666
121,2015-11-24,Is Amazon Running A Secret Shipping Business With Major Disruptive Potential?,0.024325717240571976,0.5527791976928711,0.4228951334953308
122,2015-12-02,"Amazon's Black Friday Footprint Was Enormous, Data Reveals",0.10237014293670654,0.6244583129882812,0.27317148447036743
123,2015-12-08,"TD Ameritrade's IMX Index Shows Buying Interest In Amazon, Chipotle; Selling Interest In Microsoft, Yahoo!",0.6531268954277039,0.020014815032482147,0.3268582224845886
124,2015-12-10,"Golden Globe Nominations: Netflix, Amazon Big Winners, While Network TV Continues To Lose Ground",0.8483729958534241,0.05656973645091057,0.0950571745634079
125,2015-12-16,"New ChannelAdvisor Data Just In: Good For Amazon, Google; Worse For eBay",0.8271951079368591,0.11049879342317581,0.062306150794029236
126,2015-12-21,Amazon Making Moves To Disrupt The Logistics Industry,0.019012609496712685,0.8587903380393982,0.12219706922769547
127,2015-12-22,"Detwiler Fenton Likes Amazon, Expects Online Retail Volume Growth In 20% Range; Sees EBAY As 'collateral damage' In GOOG/AMZN Retail Sale Battle",0.8363173007965088,0.03681084141135216,0.12687183916568756
128,2016-01-11,"Fox, Amazon And Comcast Big Winners At Golden Globes",0.4995853900909424,0.025259606540203094,0.47515496611595154
129,2016-01-22,Chowdhry: Amazon AWS Is 'Secular Negative' For These Stocks,0.00831281952559948,0.960570216178894,0.031116968020796776
130,2016-01-27,Shippers Shrug Off Amazon's Logistics Plans,0.8118396401405334,0.9171962141990662,0.4703041613101959
131,2016-01-28,Squali: Amazon Will 'Rip' If This Happens,0.010172402486205101,0.9411812424659729,0.04864638298749924
132,2016-01-29,Mid-Day Market Update: Dow Jumps Over 200 Points; Amazon Shares Down On Earnings Miss,0.5879719257354736,0.9663863778114319,0.10338852554559708
133,2016-02-01,Amazon Gives Markets Reason To Believe In New Shipping Business,0.6766173243522644,0.008641003631055355,0.31474173069000244
134,2016-02-04,"Pandora Shares Indicated Lower Premarket, Potentially Following Release from Amazon Showing Amazon Echo Users Who Also Have Spotify Premium Sub Can Listen to Spotify via Alexa",0.42213600873947144,0.9359303712844849,0.3191334009170532
135,2016-02-09,"UPDATE: Gannet Said to have had Talks With Amazon, Consultants on Package Delivery",0.7493935227394104,0.010994425974786282,0.27625954151153564
136,2016-02-11,Amazon Rumored To Be Expanding Its Delivery Service,0.9057414531707764,0.007634079083800316,0.08662436902523041
137,2016-02-12,"Amazon, Priceline Selloff to Lows",0.02220343053340912,0.8724603056907654,0.1053362488746643
138,2016-02-24,"Lions Gate Shares Spike Over $20.50 Level Amid Unconfirmed Chatter of Amazon Interest, Stock Up 4.6% to $20.79 for Session",0.9425309300422668,0.027462558820843697,0.03000657632946968
139,2016-03-09,"UPDATE: Air Transport Says Related to Deal with Amazon, Co. Has Agreed to Grant Amazon Warrants to Buy Over a Five-Year Period Up to 19.9% of Co.'s Common Shares at $9.73/Share",0.8556109070777893,0.011696971952915192,0.4323131740093231
140,2016-03-23,"NEW: Judge rebukes FTC legal tactics in $SPLS $ODP merger case, says FTC pressured Amazon for favorable testimony; FTC denies wrongdoing -DJ",0.019058022648096085,0.9166119694709778,0.06433010846376419
141,2016-04-06,"Channel Advisor Reports Amazon March. Comp. Sales Up 14.9%, eBay Down 0.2%",0.2983171045780182,0.6609147787094116,0.040768105536699295
142,2016-04-07,"Channel Advisor Says Amazon's March Comp Sales Rose 14.9%, eBay Saw 0.2% Decline",0.9507995843887329,0.018012341111898422,0.031188147142529488
143,2016-04-11,"Citi Says Internet Investors Are 'Perplexed,' Thinks Amazon And LinkedIn Have Best Chance To Beat Earnings",0.8769775032997131,0.01591699756681919,0.10710546374320984
144,2016-04-18,Math Shows Amazon AWS Aurora Could Shrink Oracle Business By 6%,0.008762048557400703,0.9685938954353333,0.022644048556685448
145,2016-04-29,Mid-Day Market Update: Amazon Surges On Upbeat Results; ImmunoGen Shares Decline,0.701617419719696,0.26567068696022034,0.0327119417488575
146,2016-04-30,"Warren Buffett, Speaking at Berkshire Hathaway Annual Meeting, Says What Amazon has Accomplished is Remarkable",0.8711022138595581,0.007618973962962627,0.12127874046564102
147,2016-05-05,Atlas Air Worldwide Reports Deal with Amazon to Provide Air Transport Service; Amazon Granted Rights to Purchase Up to 20% of Co.'s Common Shares at $37.50/Share Over Five-Year Period,0.8009843230247498,0.007450449280440807,0.4231714904308319
148,2016-05-10,Acacia Research Subsidiary Enters Settlement and License Agreement with Amazon -8K,0.8822726011276245,0.03225959464907646,0.08546778559684753
149,2016-05-12,Salesforce New Amazon Deal A 'Slight Negative' For Cisco,0.014817162416875362,0.9694724082946777,0.01571052148938179
150,2016-05-17,Axiom's Anthony Sees Amazon Restaurants Free Delivery News 'a negative read-thru for the shares of GrubHub and other private food delivery services.',0.5732757449150085,0.9666907787322998,0.41351786255836487
151,2016-05-25,Amazon's AWS Announces Salesforce Has Selected AWS as Preferred Public Cloud Infrastructure Provider,0.8350350260734558,0.006852159276604652,0.1581127941608429
152,2016-05-26,Amazon-Salesforce Deal Could Top $50 Billion In Investments (If Cloud Continues Its Rise),0.7161863446235657,0.008612869307398796,0.275200754404068
153,2016-06-10,Pandora Shares Seeing After-Hours Volatility as Reuters Reporting Amazon Will Unveil Standalone Streaming Music Service,0.1130608394742012,0.8080002665519714,0.07893893122673035
154,2016-06-13,"Axiom's Victor Anthony Says Microsoft, LinkedIn Deal Shines M&A Potential In M&A Space; Highlights Battle For All Things Internet & Cloud Between Alphabet, Amazon, Apple, Facebook, Microsoft and Alibaba",0.8929470777511597,0.00877862423658371,0.09827432781457901
155,2016-06-21,"Machine Learning Conference Update: Amazon And NVIDIA Winning, IBM And Alphabet Losing",0.5023394823074341,0.017337897792458534,0.48032259941101074
156,2016-06-23,LinkedIn's Dataset May Give Microsoft An Edge Over Google & Amazon,0.8691940307617188,0.006794723682105541,0.12401124835014343
157,2016-06-24,"4 Stocks Least Affected By The Brexit Vote: Apple, Amazon And More",0.025250282138586044,0.5266276001930237,0.4481221139431
158,2016-06-28,"New MKM Survey Shows Positive Implications For Dicks, Amazon, Cabelas",0.94877690076828,0.01989981345832348,0.031323302537202835
159,2016-07-08,Every Day Is Prime Day For Long-Term Amazon Holders; Stock Hits Another All-Time High,0.8228067755699158,0.027294496074318886,0.14989875257015228
160,2016-07-11,"Wal-Mart Gears Up With Free Shipping, No Minimum Purchase Cost To Fight Amazon's Prime Day",0.7069230675697327,0.011238335631787777,0.281838595867157
161,2016-07-14,"Upcoming Tech Conferences Offer Potential Catalyst For Amazon, Oracle And Others",0.923423707485199,0.7674173712730408,0.2929486334323883
162,2016-07-15,"Despite Management's Best Efforts, Argus Sees Failed Merger, Amazon Pressure Continuing To Squeeze Staples",0.016597429290413857,0.9658560752868652,0.017546528950333595
163,2016-07-29,Amazon Web Services Is 'Destroying' Its Competition,0.00842798687517643,0.9442967176437378,0.04727528989315033
164,2016-08-15,"13F from Tiger Global Shows Increased Stakes in Amazon, Charter, Priceline, Restaurant Brands",0.9146668314933777,0.010166114196181297,0.07516704499721527
165,2016-08-17,"13F Recap: Tiger Global Sells Out Of Netflix, Still Riding Amazon",0.18380381166934967,0.541973888874054,0.2742222249507904
166,2016-08-21,Have Discount Retailers Remained 'Amazon Proof'?,0.02521536499261856,0.7988155484199524,0.1759691834449768
167,2016-09-08,"JMP Saying Would Be Surprised To See Apigee Receive Another Bid, Given Unique Nature Of Asset And Attractive Growth Profile; Other Potential Buyers Include SAP, Accenture, Microsoft, Amazon, Oracle, And IBM",0.8256694078445435,0.006759729702025652,0.16757090389728546
168,2016-09-12,"Music Streaming Competition Intensifies With Revamped Offerings From Amazon, Pandora",0.8240551948547363,0.008078140206634998,0.16786664724349976
169,2016-09-13,"UPDATE: ChannelAdvisor Data on Ecommerce Comps (from Mon Afternoon) Showed 10.5% Growth in Aug. Comps for Amazon, 5.9% Growth for eBay",0.9432474374771118,0.0218201931566,0.05828380957245827
170,2016-09-15,"Traders Passing Around Research Note Suggesting Akamai Will Be 'Slashing' Media Pricing for CDN Deals In Attempt to Undercut Level 3, Limelight Networks, Amazon, Verizon",0.009090093895792961,0.9485579133033752,0.04235188663005829
171,2016-09-21,Oracle's Ellison Dismisses Amazon's Cloud Databases As Eons Behind,0.014774114824831486,0.8047869205474854,0.18043898046016693
172,2016-10-03,"Hulu Offers $5.99 Tier To Compete with Netflix, Amazon Prime",0.9403730630874634,0.01079019345343113,0.4078328311443329
173,2016-10-04,"Some FANGs Are Sharper Than Others: Wedbush Remains Positive On Facebook, Amazon, Negative On Netflix",0.01583038456737995,0.9602099061012268,0.02395966835319996
174,2016-10-13,Hearing GoPro Hero 5 Not Available On Amazon Due To Price Dispute For Older Products,0.010030732490122318,0.9656081795692444,0.09827806055545807
175,2016-10-17,"Amazon Shares Up ~0.9% Following Strong Netflix Q3 Results, Q4 Guidance",0.950721025466919,0.024029528722167015,0.02524944394826889
176,2016-10-28,"Amazon's Price Target Reduced To A Measly $1,000 At Credit Suisse",0.8040289878845215,0.5376083254814148,0.26881924271583557
